Contract Name,Type,Sale Date,Transaction Date,Source,Sub Source,Description,Territory,Barcode,Cat No,Release Title,Release Version,Release Artist,Release Label,PPD,ISRC,Track Title,Track Version,Track Artist,Track Label,Distribution Channel,Configuration,Price Category,Units,Per Unit Rate,Gross Amount in Currency,Net Amount in Currency,Original Currency,Exchange Rate,Gross Amount,Net Amount,Calculation Type,Calculation Input,Participation Rate,Pro Rata,Mechanical Deduction Type,Mechanical Deduction Rate,Mechanical Deduction,Deduction Unit Rate,Deduction Rate,Deduction,Royalty Rate,Unit Rate,Multiplier,Reduction Rate,Net Payable,Reserve Rate,Reserve,Specific Withholding Tax Rate,Specific Withholding Tax,Currency
UniFLOWs Label,Track,2026-06-07,2026-08-01,YouTube,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,2,8.164548305999999,0.000637875,0.000628307,USD,25988.999999999996,16.577733375,16.329070623,Net Receipts,16.329070623,100,16.329070623,,100,0,,2.6,0.424555836198,70,,1,,11.133160350761402,0,0,,0,VND
UniFLOWs Label,Track,2026-06-01,2026-08-01,YouTube Red,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Stream,,1,70.25221447999999,0.002744739504,0.002703568,USD,25984.999999999996,71.32205601144,70.25221447999999,Net Receipts,70.25221447999999,100,70.25221447999999,,100,0,,2.6,1.82655757648,70,,1,,47.897959832464,0,0,,0,VND
UniFLOWs Label,Track,2026-06-02,2026-08-01,YouTube,,,IN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-27,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,6,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-10,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,5,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-08,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,9,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-05-31,2026-08-01,Meta,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,IG_MUSIC_STICKER,,19,0.028977734999999998,0.00002150933557196409,0.000021187,USD,25989,0.5590061221797747,0.550628943,Net Receipts,0.550628943,100,0.550628943,,100,0,,2.6,0.014316352518,70,,1,,0.3754188133374,0,0,,0,VND
UniFLOWs Label,Track,2026-06-01,2026-08-01,YouTube Red,,,US,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Family Promotion Stream,,3,188.39985103499998,0.022082225601,0.021750992,USD,25985,573.806632241985,565.19952712,Net Receipts,565.19952712,100,565.19952712,,100,0,,2.6,14.695187705119999,70,,1,,385.35303759041597,0,0,,0,VND
UniFLOWs Label,Track,2026-06-01,2026-08-01,YouTube Red,,,US,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,243.8364839,0.009526639752,0.00938374,USD,25985,247.54973395572,243.8364839,Net Receipts,243.8364839,100,243.8364839,,100,0,,2.6,6.3397485814,70,,1,,166.24771472302,0,0,,0,VND
UniFLOWs Label,Track,2026-06-29,2026-08-01,YouTube,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-04,2026-08-01,YouTube,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,51,1.273850835,0.00253785,0.002499782,USD,25989.000000000004,65.95618365,64.966834398,Net Receipts,64.966834398,100,64.966834398,,100,0,,2.6,1.689137694348,70,,1,,44.29438769255641,0,0,,0,VND
UniFLOWs Label,Track,2026-05-31,2026-08-01,Spotify,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Stream,,2,10.31678059,0.000706335,0.00069574,EUR,29657,20.947777095,20.63356118,Net Receipts,20.63356118,100,20.63356118,,100,0,,2.6,0.5364725906800001,70,,1,,14.067962012524001,0,0,,0,VND
UniFLOWs Label,Track,2026-05-31,2026-08-01,TikTok,TikTok,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,UGC,,1,0,9.908e-7,8.92e-7,USD,25989,0.025749901199999998,0.023182188,Net Receipts,0.023182188,100,0.023182188,,100,0,,2.6,0.000602736888,70,,1,,0.015805615778400003,0,0,,0,VND
UniFLOWs Label,Track,2026-06-19,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,3,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-06,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,3,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-09,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,5,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-15,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,4,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-06,2026-08-01,YouTube,,,GB,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,6.937373715,0.000271,0.000266935,USD,25989,7.043018999999999,6.937373715,Net Receipts,6.937373715,100,6.937373715,,100,0,,2.6,0.18037171658999998,70,,1,,4.729901398887,0,0,,0,VND
UniFLOWs Label,Track,2026-05-31,2026-08-01,Spotify,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Stream,,7,10.31678059,0.0024721730000000003,0.00243509,EUR,29657,73.317234661,72.21746413,Net Receipts,72.21746413,100,72.21746413,,100,0,,2.6,1.87765406738,70,,1,,49.23786704383401,0,0,,0,VND
UniFLOWs Label,Track,2026-06-27,2026-08-01,YouTube,,,VN,016627813848,016627813848,"Đôi tay, bàn chân và những giấc mơ nhỏ",,Khờ Band,UniFLOWs Label,0,VNA1M2601128,"Đôi tay, bàn chân và những giấc mơ nhỏ",,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,2.636713995,0.000103,0.000101455,USD,25989,2.676867,2.636713995,Net Receipts,2.636713995,100,2.636713995,,100,0,,2.6,0.06855456387,70,,1,,1.797711601791,0,0,,0,VND
UniFLOWs Label,Track,2026-06-02,2026-08-01,YouTube,,,FI,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-02,2026-08-01,YouTube,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,34,1.153833633,0.001532475,0.001509488,USD,25989,39.827492774999996,39.230083632,Net Receipts,39.230083632,100,39.230083632,,100,0,,2.6,1.0199821744320001,70,,1,,26.7470710202976,0,0,,0,VND
UniFLOWs Label,Track,2026-06-24,2026-08-01,YouTube,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,5.765581683,0.000225225,0.000221847,USD,25988.999999999996,5.853372525,5.765581683,Net Receipts,5.765581683,100,5.765581682999999,,100,0,,2.6,0.149905123758,70,,1,,3.9309735914693995,0,0,,0,VND
UniFLOWs Label,Track,2026-05-31,2026-08-01,Spotify,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Stream,,4,17.389174351,0.002381089,0.002345373,EUR,29657,70.615956473,69.556727061,Net Receipts,69.556727061,100,69.556727061,,100,0,,2.6,1.8084749035860002,70,,1,,47.4237765101898,0,0,,0,VND
UniFLOWs Label,Track,2026-06-01,2026-08-01,YouTube Red,,,VN,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Family Promotion Stream,,9,36.5770057,0.012861499239,0.012668577,USD,25984.999999999996,334.206057725415,329.192973345,Net Receipts,329.192973345,100,329.192973345,,100,0,,2.6,8.559017306969999,70,,1,,224.44376922662096,0,0,,0,VND
UniFLOWs Label,Track,2026-06-09,2026-08-01,YouTube,,,JP,859705812803,859705812803,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,0,TCAJQ2502820,khoảng trống (unplugged),,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,1,54.994699164000004,0.0021483,0.002116076,USD,25989,55.832168700000004,54.994699164000004,Net Receipts,54.994699164000004,100,54.994699164000004,,100,0,,2.6,1.429862178264,70,,1,,37.4953858900152,0,0,,0,VND
UniFLOWs Label,Track,2026-06-13,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,4,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-04,2026-08-01,YouTube,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Promotion Stream,,19,0,0,0,USD,,0,0,Net Receipts,0,100,0,,100,0,,2.6,0,70,,1,,0,0,0,,0,VND
UniFLOWs Label,Track,2026-06-01,2026-08-01,YouTube Red,,,VN,859709688718,859709688718,mùa hạ 2019,,Khờ Band,UniFLOWs Label,0,TCAJT2506106,mùa hạ 2019,,Khờ Band,UniFLOWs Label,Digital,Premium Stream,,5,100.78895496,0.019689015625,0.01939368,USD,25985,511.619071015625,503.9447748,Net Receipts,503.9447748,100,503.9447748,,100,0,,2.6,13.1025641448,70,,1,,343.58954745864,0,0,,0,VND
